frame_i,time,m_per_pixel,g_center,r_center,rect_points,angle,acceleration
1343.0,22.420701168614357,0.0009593935829033296,1036:786,1116:857,616:495:616:280:921:280:921:495,0.8449303834726967,-0.0001388310426210038:-1.2912675274191305:-0.0001388310426210038
1344.0,22.437395659432386,0.0009593935829033296,1030:792,1110:864,616:495:616:280:921:280:921:495,0.83798122500839,-0.0001388310426210038:-1.4162154657781476:-0.0001388310426210038
1345.0,22.45409015025042,0.0009593935829033296,1023:800,1100:874,615:494:615:279:920:279:920:494,0.8052630996486133,-0.0001388310426210038:-1.5411634041371647:-0.04178814382896002
1346.0,22.470784641068448,0.0009593935829033296,1015:808,1088:886,615:494:615:279:920:279:920:494,0.7522976746821101,-0.0001388310426210038:-1.6244620297098427:-0.04178814382896002
1347.0,22.487479131886477,0.0009593935829033296,1005:818,1076:895,616:495:616:280:920:280:920:495,0.7448798109191014,-0.0001388310426210038:-1.6244620297098427:-0.04178814382896002
1348.0,22.504173622704506,0.0009593935829033296,994:827,1055:909,615:494:615:279:919:279:919:494,0.639587234453334,-0.0001388310426210038:-1.7910592808551986:-0.04178814382896002
1349.0,22.52086811352254,0.0009593935829033296,980:838,1035:924,616:498:614:282:917:278:920:494,0.5689831581093442,-0.0001388310426210038:-1.7910592808551986:-0.04178814382896002
1350.0,22.537562604340568,0.0009593935829033296,964:849,1014:938,616:495:616:280:920:280:920:495,0.5118558424318241,-0.04178814382896002:-1.7910592808551986:-0.04178814382896002
1351.0,22.554257095158597,0.0009593935829033296,946:858,990:953,616:495:616:280:921:280:921:495,0.433741997594043,-0.0001388310426210038:-1.7910592808551986:-0.04178814382896002
1352.0,22.57095158597663,0.0009593935829033296,929:867,965:965,615:494:615:279:919:279:919:494,0.3520443143154173,0.04151048174371801:-1.7494099680688597:-0.04178814382896002
1353.0,22.58764607679466,0.0009593935829033296,907:875,937:977,615:494:615:279:919:279:919:494,0.2860514417173182,0.04151048174371801:-1.7077606552825206:-0.04178814382896002
1354.0,22.604340567612688,0.0009593935829033296,881:884,904:988,616:495:616:280:920:280:920:495,0.21765061628704285,-0.0001388310426210038:-1.5828127169235036:-0.0001388310426210038
1355.0,22.621035058430717,0.0009593935829033296,856:891,874:996,616:495:616:280:920:280:920:495,0.16977827396833844,-0.0001388310426210038:-1.4995140913508256:-0.0001388310426210038
1356.0,22.63772954924875,0.0009593935829033296,831:895,841:1002,615:494:615:279:919:279:919:494,0.09318726176887912,-0.04178814382896002:-1.4162154657781476:-0.0001388310426210038
1357.0,22.65442404006678,0.0009593935829033296,805:896,809:1005,615:494:615:279:919:279:919:494,0.036680787756651845,-0.04178814382896002:-1.2912675274191305:-0.0001388310426210038
1358.0,22.671118530884808,0.0009593935829033296,779:895,774:1004,616:495:616:280:920:280:920:495,-0.04583942588111677,-0.04178814382896002:-1.2912675274191305:-0.0001388310426210038
1359.0,22.687813021702837,0.0009593935829033296,753:892,739:1000,616:495:616:280:920:280:920:495,-0.12891077168399143,-0.04178814382896002:-1.1663195890601135:-0.0001388310426210038
1360.0,22.70450751252087,0.0009593935829033296,727:887,706:994,616:495:616:280:920:280:920:495,-0.19379845306233687,-0.04178814382896002:-1.0830209634874355:-0.0001388310426210038
1361.0,22.7212020033389,0.0009593935829033296,702:880,675:984,616:495:616:280:920:280:920:495,-0.2540077631265936,-0.04178814382896002:-0.9164237123420794:-0.0001388310426210038
1362.0,22.737896494156928,0.0009593935829033296,682:873,645:972,616:494:616:280:920:280:920:494,-0.3576632510112062,-0.04178814382896002:-0.8747743995557403:-0.0001388310426210038
1363.0,22.75459098497496,0.0009593935829033296,662:864,617:961,616:495:616:280:920:280:920:495,-0.43436727665502806,-0.04178814382896002:-0.7914757739830623:-0.0001388310426210038
1364.0,22.77128547579299,0.0009593935829033296,645:854,593:950,616:494:616:280:920:280:920:494,-0.4964227534048819,-0.04178814382896002:-0.7081771484103843:-0.0001388310426210038
1365.0,22.78797996661102,0.0009593935829033296,629:844,571:936,616:494:616:280:920:280:920:494,-0.5624979310690725,-0.04178814382896002:-0.6665278356240453:-0.0001388310426210038
1366.0,22.804674457429048,0.0009593935829033296,615:834,551:922,616:494:616:280:920:280:920:494,-0.628796286415433,-0.04178814382896002:-0.6665278356240453:-0.0001388310426210038
1367.0,22.82136894824708,0.0009593935829033296,603:824,534:909,616:494:616:280:919:280:919:494,-0.6818734888869039,-0.04178814382896002:-0.6665278356240453:-0.0001388310426210038
1368.0,22.83806343906511,0.0009593935829033296,592:814,521:897,616:494:616:280:920:280:920:494,-0.7076332237947159,-0.04178814382896002:-0.6248785228377063:-0.0001388310426210038
